The Fate of x1.425,18,18,0,0,stamina,light jumpstream
Collapse of Ego,16.8,16.6,-0.1999999999999993,0.1999999999999993,stamina,dense jumpstream
Angel Dust(spz),16.4,16.6,0.20000000000000284,0.20000000000000284,stamina,light handstream
Nijuu(zeta),16.2,16,-0.1999999999999993,0.1999999999999993,stamina,dense handstream
Senkou no Furea(haku) x1.25,16,15.4,-0.5999999999999996,0.5999999999999996,stamina,dense handstream
Runengon(efv3),15.7,16,0.3000000000000007,0.3000000000000007,stamina,dense handstream
Deadly force - Put an end,15.4,15.4,0,0,stamina,dense handstream
Hitsugi to Futago x1.25,15,15,0,0,stamina,dense jumpstream
Ash Statues(wafles)[Inhuman],15,15,0,0,stamina,dense jumpstream
Ash Statues(rachel),14.6,14.6,0,0,stamina,dense jumpstream
CRIMSON FIGHTER x1.15,14.6,14.6,0,0,stamina,dense handstream
Search And Destroy(Ena) x1.25,14.6,14.6,0,0,stamina,dense handstream
Death Melody(e8v2) x1.25,14.5,14.6,0.09999999999999964,0.09999999999999964,stamina,dense handstream
Heaven's Fall(e7v3) x1.4,14.4,14.4,0,0,stamina,dense handstream
Ash Statues(wafles)[Passable],14.4,14,-0.40000000000000036,0.40000000000000036,stamina,light jumpstream
STRONG 280(11bit),14.4,14,-0.40000000000000036,0.40000000000000036,stamina,dense handstream
FUTURE DOMINATORS(delta) x1.3 ,14,14,0,0,stamina,dense handstream
Quadraphinix x1.5,14,14,0,0,stamina,dense handstream
The Empress(delta),13.6,13.4,-0.1999999999999993,0.1999999999999993,stamina,dense handstream
Cyber Inductance(tachyon) x1.4,13.4,13,-0.40000000000000036,0.40000000000000036,stamina,dense jumpstream
WE LUV LAMA(gamma) x1.2,13,13,0,0,stamina,dense jumpstream
Shinbatsu o Tadori Kyoukotsu ni Itaru(evening),12.6,12.6,0,0,stamina,dense jumpstream
Japanese Transformation(fullerene),12.5,12,-0.5,0.5,stamina,dense jumpstream
IMAGE -MATERIAL- Version 0(luminal),12.4,12,-0.40000000000000036,0.40000000000000036,stamina,light handstream
Lolit Speed,12.4,11,-1.4000000000000004,1.4000000000000004,stamina,dense jumpstream
IMAGE -MATERIAL- Version 0(fullerene),12.3,12,-0.3000000000000007,0.3000000000000007,stamina,light handstream
Time to Say Goodbye(beta),12,12,0,0,stamina,dense jumpstream
LazorBeamz,11,11,0,0,stamina,light jumpstream
Chandelier(10),10,11,1,1,stamina,dense jumpstream
Firmament Castle Velier(9) x1.05,9,9.2,0.1999999999999993,0.1999999999999993,stamina,dense jumpstream
Anguish(8),8,8.6,0.5999999999999996,0.5999999999999996,stamina,dense jumpstream
Hymn,7,7,0,0,stamina,light jumpstream
M-A[Expert Lv.15],6.2,7,0.7999999999999998,0.7999999999999998,stamina,dense jumpstream
Back to the Gate[Lv.5100],6,6,0,0,stamina,dense jumpstream
Elektric U-Phoria,5,5.6,0.5999999999999996,0.5999999999999996,stamina,dense jumpstream
Angel Of Darkness,4.2,4.4,0.20000000000000018,0.20000000000000018,stamina,light jumpstream
True Blue,3,3,0,0,stamina,
Eternal Drain,2,1.8,-0.19999999999999996,0.19999999999999996,stamina,
Tommorow Perfume,1,1.4,0.3999999999999999,0.3999999999999999,stamina,
